id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
1683600110,20150305T000000,230000.0,3,1.75,1720,9125,1.0,0,0,4,7,1140,580,1981,0,98092,47.3173,-122.181,1120,7506
9294300515,20141024T000000,775000.0,3,2.0,2010,7017,2.0,0,3,3,7,2010,0,1951,1988,98115,47.6828,-122.267,2450,6045
3275870080,20141212T000000,765000.0,4,2.5,2910,15016,2.0,0,0,3,10,2910,0,1990,0,98052,47.69,-122.097,2870,13992
2767600673,20140701T000000,460000.0,3,2.5,1450,1053,2.0,0,0,3,8,940,510,2008,0,98107,47.6754,-122.374,1410,1080
2592210370,20141031T000000,903000.0,3,2.75,3860,12786,2.0,0,0,4,10,3860,0,1984,0,98006,47.549,-122.141,2820,14636
9264950940,20140805T000000,348000.0,3,2.5,2060,7458,2.0,0,0,3,9,2060,0,1989,0,98023,47.3045,-122.351,2480,7743
9567800140,20150325T000000,310000.0,3,1.0,1240,7194,1.0,0,0,3,6,1090,150,1936,0,98011,47.7636,-122.202,2090,8514
1250203335,20140527T000000,1050000.0,4,2.5,2920,7200,1.0,0,3,3,8,1470,1450,1921,2006,98144,47.5947,-122.288,3210,6825
7387500335,20141219T000000,280000.0,3,1.0,980,7480,1.0,0,0,3,6,830,150,1948,0,98106,47.5206,-122.363,1140,7480
9396700028,20140722T000000,358000.0,2,2.5,1278,987,2.0,0,0,3,7,1002,276,2007,0,98136,47.5532,-122.381,1220,1287
5540800100,20150511T000000,245000.0,3,1.0,910,6630,1.0,0,0,4,6,910,0,1912,0,98103,47.6947,-122.346,950,5100
422069067,20150512T000000,276500.0,4,2.25,2380,128937,1.0,0,0,4,7,2380,0,1960,0,98038,47.4253,-122.043,1030,114998
2195700230,20150203T000000,700000.0,3,2.5,2850,36585,2.0,0,0,3,10,2850,0,1987,0,98072,47.7376,-122.102,3340,35671
7527000020,20150425T000000,792000.0,3,2.5,2250,19270,2.0,0,0,3,8,2250,0,1999,0,98074,47.6569,-122.088,2940,19541
7694600253,20140506T000000,312000.0,4,2.0,1300,7054,1.0,0,0,3,7,1300,0,1950,2013,98146,47.5071,-122.369,1560,7100
7935000625,20150409T000000,975000.0,3,2.5,2530,7000,2.5,0,4,3,9,2530,0,1915,1999,98136,47.5465,-122.398,2380,7000
301401410,20140722T000000,298000.0,3,2.5,1852,4000,2.0,0,0,3,7,1852,0,2014,0,98002,47.3455,-122.21,2166,4000
6123600285,20141107T000000,185000.0,3,1.5,1010,7755,1.0,0,0,3,6,1010,0,1953,0,98148,47.4238,-122.332,1270,8350
5253300397,20150409T000000,415000.0,3,1.5,1510,16800,1.0,0,0,5,8,1510,0,1956,0,98133,47.751,-122.338,1560,7276
522079015,20150322T000000,608000.0,3,2.0,2400,217800,2.0,0,0,3,8,1590,810,1975,0,98038,47.4166,-121.94,2340,207781
6649250410,20150204T000000,317000.0,4,2.5,2160,8049,2.0,0,0,3,9,2160,0,1988,0,98001,47.3337,-122.26,2490,8995
2624089181,20140812T000000,390000.0,4,2.75,1790,47250,1.0,0,0,3,7,1220,570,1987,0,98045,47.5302,-121.746,1250,43791
8731000010,20140515T000000,343000.0,4,1.75,2290,10290,1.0,0,0,3,7,1340,950,1960,0,98146,47.5045,-122.369,1800,7605
2231500030,20141001T000000,315000.0,4,2.25,2180,10754,1.0,0,0,5,7,1100,1080,1954,0,98133,47.7711,-122.341,1810,6929
7802900380,20140908T000000,335000.0,2,1.0,1360,69260,1.0,0,0,4,5,1360,0,1937,0,98065,47.5229,-121.838,1460,69260
7852110740,20141112T000000,645500.0,4,2.5,2990,8622,2.0,0,0,3,9,2990,0,2000,0,98065,47.5394,-121.875,2980,8622
3243100050,20140722T000000,250000.0,3,1.0,1250,7920,1.0,0,0,4,7,1250,0,1960,0,98059,47.4853,-122.126,1440,9648
2770601741,20141106T000000,390000.0,3,3.0,1490,2944,2.0,0,0,3,7,960,530,1993,0,98199,47.6506,-122.384,1590,1600
6115400008,20150226T000000,587500.0,4,1.75,2500,20868,1.0,0,2,3,8,1600,900,1956,0,98166,47.431,-122.338,2170,15026
8835350230,20140825T000000,530000.0,3,2.5,2480,7480,2.0,0,0,3,9,2480,0,1992,0,98072,47.771,-122.166,2480,7480
3213200250,20141106T000000,605125.0,2,1.0,1160,5029,1.0,0,0,3,7,910,250,1940,0,98115,47.6723,-122.266,1220,5029
3845101070,20150428T000000,425996.0,4,2.5,2568,5000,2.0,0,0,3,9,2568,0,2014,0,98092,47.2596,-122.194,2547,4500
3904902510,20140512T000000,690000.0,4,2.5,2670,13463,2.0,0,0,4,9,2670,0,1989,0,98029,47.5627,-122.018,2560,10982
3145600045,20150225T000000,302000.0,6,2.0,2650,4621,1.5,0,0,3,8,2650,0,1911,0,98118,47.5543,-122.275,1640,4879
2626119028,20150323T000000,160000.0,3,1.0,1140,3240,1.5,0,0,4,6,1140,0,1910,0,98014,47.7093,-121.364,1140,4700
4221250090,20141113T000000,545000.0,3,2.5,1990,5149,2.0,0,0,3,8,1990,0,2003,0,98075,47.5895,-122.019,2280,4506
4441300325,20140905T000000,695000.0,3,3.25,3080,12100,2.0,0,0,3,8,2080,1000,1984,0,98117,47.695,-122.399,2100,6581
1630700135,20141119T000000,659000.0,4,2.0,1980,23625,2.0,0,0,3,8,1980,0,1938,1984,98072,47.7553,-122.092,2300,24640
2332700081,20140901T000000,898000.0,3,2.25,2580,11060,1.0,0,0,3,8,2580,0,1964,0,98005,47.6113,-122.164,2580,13868
3331001910,20140818T000000,312000.0,2,1.0,1170,5150,1.0,0,0,3,6,980,190,1907,0,98118,47.5503,-122.283,1660,5150
2998800110,20150325T000000,1345000.0,4,3.25,3440,4920,2.0,0,4,3,10,2520,920,2014,0,98116,47.5727,-122.409,2350,5166
8653600050,20150225T000000,572000.0,3,1.75,1850,22767,1.5,0,4,5,6,1850,0,1908,0,98074,47.6144,-122.067,2700,17906
8563001130,20140828T000000,654000.0,5,2.5,2960,8968,1.0,0,0,4,8,1640,1320,1965,0,98008,47.6233,-122.102,1890,9077
9542000050,20140808T000000,615000.0,4,1.75,2270,9830,1.0,0,0,4,8,2270,0,1959,0,98005,47.5999,-122.176,2540,11990
2968801085,20150508T000000,334000.0,4,1.5,1680,7620,1.0,0,0,4,7,1180,500,1965,0,98166,47.4578,-122.351,1460,7620
2946000912,20140923T000000,212500.0,3,1.5,1270,7128,1.0,0,0,4,6,1270,0,1954,0,98198,47.422,-122.321,1270,7986
2377000040,20141218T000000,288000.0,3,1.0,1410,40500,1.0,0,0,4,7,1410,0,1961,0,98092,47.3199,-122.1,1570,40500
8917100020,20140606T000000,1150000.0,3,1.5,2170,16600,1.0,1,2,3,10,1130,1040,1979,0,98052,47.6307,-122.088,3130,13875
4167800130,20150501T000000,310000.0,5,2.25,2600,9600,1.0,0,2,4,8,1810,790,1969,0,98023,47.3257,-122.365,2070,9660
1704900206,20140602T000000,465500.0,3,1.75,1890,7004,1.0,0,0,3,7,1290,600,1965,0,98118,47.5557,-122.28,1440,5378
1657310170,20140723T000000,302000.0,3,2.5,2140,9492,2.0,0,0,3,8,2140,0,1994,0,98092,47.3289,-122.204,2180,9184
6668900005,20150421T000000,266000.0,2,1.0,700,5559,1.0,0,0,5,6,700,0,1949,0,98155,47.7492,-122.311,1230,8100
3663000070,20140708T000000,600000.0,3,2.25,1900,46609,1.5,0,0,4,7,1440,460,1969,0,98072,47.7529,-122.116,2460,43560
1646502355,20150403T000000,1280000.0,4,3.25,3080,4120,2.0,0,0,3,9,2380,700,2014,0,98117,47.6845,-122.359,1410,4120
522059130,20150429T000000,465000.0,3,1.0,1150,18200,1.0,0,0,5,7,1150,0,1959,0,98058,47.4262,-122.187,1714,18200
9476200035,20141120T000000,190000.0,2,1.0,880,6900,1.0,0,0,3,6,880,0,1943,0,98056,47.4903,-122.191,1060,8000
369000365,20150422T000000,510000.0,1,1.0,680,6600,1.0,0,0,3,5,480,200,1916,0,98199,47.6567,-122.392,1170,5500
2008000550,20140815T000000,300000.0,4,2.0,1580,9600,1.0,0,0,5,7,1050,530,1965,0,98198,47.4091,-122.313,1710,9600
5029460180,20140916T000000,260000.0,4,2.75,2250,7345,1.0,0,0,4,8,1320,930,1984,0,98023,47.2895,-122.37,1800,6950
2287000010,20140710T000000,713400.0,3,2.25,1810,9845,1.0,0,0,4,8,1810,0,1959,1991,98040,47.5505,-122.221,1900,10083
6163901913,20140722T000000,451000.0,5,3.0,2260,6508,1.0,0,0,3,7,1330,930,2003,0,98155,47.7508,-122.322,1940,9450
3500100226,20141229T000000,340895.0,2,1.0,920,8612,1.0,0,0,5,7,920,0,1947,0,98155,47.734,-122.301,1500,7956
1313000220,20140513T000000,675000.0,5,3.0,3410,9600,1.0,0,0,4,8,1870,1540,1968,0,98052,47.6358,-122.103,2390,9679
2856101479,20140701T000000,276000.0,1,0.75,370,1801,1.0,0,0,5,5,370,0,1923,0,98117,47.6778,-122.389,1340,5000
8887001140,20140723T000000,562000.0,3,3.0,3290,80471,2.0,0,2,4,8,2330,960,1975,0,98070,47.504,-122.464,1830,30494
2610100015,20140813T000000,305000.0,4,1.75,1000,7200,1.5,0,0,4,6,1000,0,1947,0,98155,47.742,-122.324,1280,7200
8731900340,20140623T000000,264000.0,3,1.75,1760,7482,1.0,0,0,4,8,1760,0,1966,0,98023,47.3129,-122.369,2000,7500
328000160,20141211T000000,1400000.0,5,3.75,3700,7920,3.0,0,4,3,9,2900,800,1983,0,98115,47.6865,-122.266,2860,6360
4324200060,20150312T000000,249000.0,3,1.5,1700,8247,1.0,0,0,3,7,1010,690,1970,0,98031,47.4216,-122.174,1440,8400
5016003230,20150218T000000,169317.0,2,1.0,790,4000,1.0,0,2,3,7,790,0,1908,0,98112,47.6248,-122.301,1700,4200
1026069061,20150129T000000,682000.0,4,2.5,3600,203425,2.0,0,0,3,9,3400,200,1979,0,98077,47.7597,-122.018,3150,202989
8159610150,20141117T000000,234950.0,3,2.0,1510,9153,1.0,0,0,4,7,1510,0,1974,0,98001,47.3412,-122.273,1780,9286
7856600170,20140924T000000,981000.0,4,2.5,2110,10100,1.0,0,2,3,8,2110,0,1968,2005,98006,47.567,-122.151,2230,10100
6743700060,20140714T000000,585000.0,4,1.75,3140,12519,1.0,0,0,3,7,2320,820,1951,1983,98033,47.6941,-122.173,2240,7308
2794700120,20140912T000000,496000.0,3,3.5,3090,27598,2.0,0,2,4,9,2020,1070,1995,0,98070,47.3541,-122.453,2180,17085
3331001765,20140923T000000,335000.0,3,1.0,2130,3825,1.5,0,0,3,7,2130,0,1917,0,98118,47.5506,-122.281,1780,5150
1566100450,20150428T000000,505000.0,3,2.0,1110,8375,1.0,0,0,5,7,1110,0,1951,0,98115,47.6978,-122.297,1410,7734
7173700524,20140924T000000,410000.0,2,1.5,1660,4000,1.0,0,0,3,7,1000,660,1950,0,98115,47.6832,-122.304,1570,5500
7853210210,20150325T000000,420000.0,3,2.5,1970,3667,2.0,0,0,3,7,1970,0,2004,0,98065,47.5321,-121.851,1970,3739
8000200090,20150427T000000,280000.0,3,2.5,1610,10022,2.0,0,0,3,7,1610,0,1996,0,98003,47.2583,-122.3,1820,10017
8651100140,20140805T000000,1220000.0,4,2.25,3200,15367,2.0,0,0,4,9,3200,0,1962,0,98040,47.5494,-122.216,3070,15263
3512100050,20150224T000000,139000.0,4,1.5,1410,10648,1.0,0,0,4,7,1410,0,1966,0,98030,47.3736,-122.188,1410,10522
8687800065,20140702T000000,305000.0,2,1.0,2160,12960,1.0,0,0,3,7,1360,800,1968,0,98168,47.4702,-122.261,2070,12960
2902200234,20141209T000000,525000.0,3,2.25,1290,1182,2.0,0,0,3,8,1000,290,2006,0,98102,47.637,-122.327,1300,1169
263000291,20140904T000000,433500.0,3,1.75,1540,9450,1.0,0,0,4,6,1040,500,1919,0,98103,47.6985,-122.348,1200,5400
2436700610,20150422T000000,550000.0,4,2.0,1720,4000,1.0,0,0,3,7,1420,300,1950,0,98105,47.6651,-122.285,1350,1281
2212500430,20140814T000000,323000.0,5,2.5,2500,13034,1.0,0,0,3,7,1300,1200,1962,0,98092,47.3343,-122.194,2440,13300
5482700115,20141020T000000,1280600.0,4,2.5,3560,15450,1.0,0,1,5,8,2060,1500,1977,0,98040,47.5657,-122.23,3680,17314
224069010,20140725T000000,653450.0,3,2.5,2070,49658,1.0,0,0,4,8,1540,530,1980,0,98075,47.5936,-122.013,2620,35160
9191201385,20150301T000000,505400.0,3,1.75,1640,3400,1.0,0,0,4,7,930,710,1926,0,98105,47.6694,-122.3,1380,3750
6384500590,20141113T000000,526000.0,3,1.75,1530,6125,1.0,0,0,3,7,1120,410,1958,0,98116,47.5687,-122.397,1360,6125
1024069009,20140502T000000,675000.0,5,2.5,2820,67518,2.0,0,0,3,8,2820,0,1979,0,98029,47.5794,-122.025,2820,48351
7617500075,20140721T000000,427000.0,3,1.75,2000,7111,1.0,0,0,4,7,1360,640,1956,0,98177,47.7676,-122.373,1830,9000
3331500650,20140919T000000,356000.0,3,1.0,920,3863,1.0,0,0,3,6,920,0,1970,0,98118,47.5524,-122.27,1080,5150
8856970530,20141208T000000,326995.0,3,2.5,1860,5321,2.0,0,0,3,7,1860,0,2000,0,98038,47.3848,-122.033,1940,5205
1624049170,20141017T000000,446800.0,4,2.0,2410,8712,1.0,0,0,3,7,1260,1150,1958,0,98144,47.5729,-122.302,2220,6038
4037800020,20141008T000000,497500.0,5,1.5,2170,8610,1.0,0,0,4,7,1230,940,1959,0,98008,47.6111,-122.126,1670,8610
3073500111,20150318T000000,415250.0,3,1.5,1400,7550,1.0,0,0,4,7,1400,0,1953,0,98133,47.7566,-122.337,1730,7562
1226039124,20150428T000000,529000.0,2,2.0,1540,9714,2.0,0,0,3,8,1540,0,2008,0,98177,47.7628,-122.359,1840,8179
3223059303,20150116T000000,790000.0,4,3.0,3120,157875,2.0,0,0,4,8,3120,0,1977,0,98058,47.444,-122.187,1580,7050
8151600941,20140828T000000,340000.0,3,1.75,1720,10710,1.0,0,0,3,7,860,860,1957,0,98146,47.5092,-122.362,1480,10359
3278600760,20140729T000000,345000.0,3,2.5,1360,1489,2.0,0,0,3,8,1360,0,2007,0,98126,47.549,-122.372,1360,1688
3131201105,20140709T000000,580000.0,3,1.75,1850,5100,1.0,0,0,3,7,1020,830,1909,0,98105,47.6605,-122.326,1850,5100
7628700050,20150309T000000,775000.0,3,2.5,3020,4120,2.0,0,0,3,9,2360,660,2008,0,98126,47.5714,-122.373,2280,4120
305010190,20141016T000000,680000.0,4,2.5,2830,8399,2.0,0,0,3,9,2830,0,1998,0,98075,47.5851,-122.034,2520,6890
3276930270,20150425T000000,817500.0,4,2.5,2910,35679,2.0,0,0,4,9,2910,0,1987,0,98075,47.5859,-121.991,2720,36728
2944000050,20150422T000000,995000.0,4,3.25,3530,20012,2.0,0,0,3,11,3530,0,1986,0,98052,47.7193,-122.127,3850,20707
4276400030,20141112T000000,450000.0,3,2.0,2320,17688,1.0,0,0,3,8,2320,0,1952,1994,98166,47.4519,-122.363,1610,14482
5710610250,20140701T000000,500000.0,5,3.25,3130,12087,2.0,0,0,3,8,2180,950,1975,0,98027,47.5336,-122.052,2410,10350
8122100905,20140624T000000,395000.0,4,1.75,1540,5120,1.0,0,0,5,6,770,770,1943,0,98126,47.5359,-122.372,1080,5120
8682291390,20150403T000000,705000.0,2,2.5,2305,5580,1.0,0,0,3,8,2305,0,2007,0,98077,47.7203,-122.024,1440,5748
9542840570,20150401T000000,305000.0,4,2.5,1620,4000,2.0,0,0,3,7,1620,0,2008,0,98038,47.3661,-122.02,1580,3780
5561000430,20141016T000000,470000.0,3,2.25,1830,39165,1.0,0,0,5,8,1830,0,1963,0,98027,47.4612,-121.992,2020,36184
6204050040,20140711T000000,489900.0,4,2.5,2090,4196,2.0,0,0,3,8,2090,0,2006,0,98011,47.7453,-122.192,2640,4503
4040600190,20140806T000000,509500.0,5,2.25,2060,9000,1.0,0,0,4,7,1320,740,1961,0,98007,47.6122,-122.137,2050,8800
7967700570,20150302T000000,245000.0,3,2.25,1350,6775,1.0,0,0,3,7,930,420,1981,0,98032,47.3593,-122.289,1460,7210
1788800610,20140902T000000,105000.0,3,1.0,840,8400,1.0,0,0,3,6,840,0,1959,0,98023,47.3277,-122.343,840,9450
1332200110,20140708T000000,300000.0,4,2.5,2200,8065,2.0,0,0,3,7,2200,0,1998,0,98031,47.4042,-122.213,2641,8535
9558050780,20150414T000000,380000.0,4,2.5,1940,3200,2.0,0,0,3,8,1940,0,2004,0,98058,47.4583,-122.118,1900,3200
3047700045,20140717T000000,525000.0,3,2.25,2110,2850,3.0,0,0,3,8,2110,0,2001,0,98103,47.6915,-122.339,1340,5001
6821100125,20150225T000000,529500.0,2,1.0,900,4800,1.0,0,0,4,6,780,120,1944,0,98199,47.6575,-122.4,1270,5520
6083000083,20140611T000000,248000.0,5,1.5,1510,9078,1.0,0,0,4,7,1510,0,1959,0,98168,47.4852,-122.305,1480,9078
8835800350,20150112T000000,1950000.0,4,3.25,7420,167869,2.0,0,3,3,12,7420,0,2002,0,98045,47.4548,-121.764,5610,169549
5104520550,20140701T000000,357500.0,3,3.5,2080,5100,2.0,0,0,3,8,2080,0,2004,0,98038,47.35,-122.005,2080,5100
7202300480,20141024T000000,775000.0,4,2.75,3500,6226,2.0,0,0,3,9,3500,0,2004,0,98053,47.6846,-122.045,3480,7222
475000176,20141222T000000,436000.0,3,2.5,1150,1193,2.0,0,0,3,8,1020,130,2006,0,98107,47.6684,-122.365,1450,1640
7299600140,20150403T000000,274950.0,3,2.5,1608,4000,2.0,0,0,3,8,1608,0,2014,0,98092,47.2582,-122.198,2009,4983
1328330350,20150213T000000,390000.0,3,1.75,1320,7725,1.0,0,0,3,8,1320,0,1978,0,98058,47.4425,-122.133,2020,7210
2201500240,20140730T000000,475000.0,3,1.75,1260,10065,1.0,0,0,3,7,1260,0,1954,2014,98006,47.5727,-122.138,1320,10278
6021501320,20140930T000000,450000.0,2,1.0,1030,4365,1.0,0,0,3,7,1030,0,1942,0,98117,47.6875,-122.387,1420,4268
3327000090,20140612T000000,210000.0,4,1.75,1200,7680,1.0,0,0,3,7,1200,0,1968,0,98092,47.3138,-122.192,1490,7800
7857003046,20150506T000000,460000.0,5,3.0,2008,5050,1.0,0,0,3,7,1216,792,1992,0,98118,47.5376,-122.292,2040,5297
4206901550,20140602T000000,550000.0,3,2.5,1840,3035,1.0,0,0,3,7,920,920,1926,0,98105,47.6557,-122.327,1780,4000
1652500010,20150326T000000,2328000.0,4,3.5,4420,20759,2.0,0,0,3,11,4420,0,2003,0,98004,47.6354,-122.221,3020,20666
3763300005,20140520T000000,325000.0,4,2.25,1870,9680,1.0,0,0,4,7,1170,700,1959,0,98034,47.7157,-122.234,2000,9790
4299000030,20140923T000000,354000.0,4,2.5,2900,4762,2.0,0,0,3,8,2900,0,2005,0,98042,47.3663,-122.129,2900,5173
9474700020,20140503T000000,310000.0,3,1.0,1010,9945,1.0,0,0,4,6,1010,0,1973,0,98065,47.5324,-121.763,1390,12710
2524059267,20140917T000000,799900.0,4,4.0,3650,18223,2.0,0,3,3,9,3330,320,2013,0,98006,47.5442,-122.116,3220,11022
241900160,20150310T000000,370000.0,5,2.5,2740,5460,2.0,0,0,3,8,2740,0,2005,0,98031,47.4042,-122.204,2900,5971
2113700780,20150113T000000,320000.0,3,1.0,1060,5000,1.0,0,0,3,7,1060,0,1958,0,98106,47.5294,-122.354,1220,4600
7853380510,20140603T000000,575000.0,4,2.75,3120,7644,2.0,0,0,3,10,3120,0,2010,0,98065,47.5156,-121.884,2980,6050
1926069035,20140722T000000,299000.0,2,1.0,1070,189486,1.0,0,0,3,6,1070,0,1942,0,98077,47.7199,-122.085,1970,60548
2202500080,20140630T000000,248000.0,3,1.0,950,9400,1.0,0,0,4,7,950,0,1954,0,98006,47.5746,-122.136,1260,9400
8892900210,20140609T000000,236000.0,3,1.75,1330,6301,1.0,0,0,3,7,1330,0,1998,0,98002,47.3411,-122.219,1330,6144
2767600150,20140519T000000,477000.0,3,2.5,1350,2053,3.0,0,0,3,8,1350,0,2005,0,98117,47.6758,-122.386,1350,4150
2475200870,20140917T000000,250000.0,2,1.5,1200,5773,2.0,0,0,3,7,1200,0,1985,0,98055,47.4723,-122.19,1530,4576
1096100010,20141028T000000,320000.0,2,1.0,1210,7040,1.0,0,0,3,7,1210,0,1952,0,98155,47.745,-122.297,1210,7205
5412100240,20141022T000000,340000.0,4,2.5,2550,7555,2.0,0,0,3,8,2550,0,2001,0,98001,47.2614,-122.29,2550,6800
2131701240,20150108T000000,349950.0,2,1.0,1050,6317,1.5,0,0,4,7,1050,0,1913,0,98019,47.7364,-121.981,1600,9616
1774230300,20150306T000000,615000.0,3,2.5,2980,43301,1.0,0,0,4,8,1930,1050,1978,0,98077,47.7631,-122.093,2890,35915
8861500080,20140930T000000,607000.0,3,2.75,2810,12813,2.0,0,0,3,8,2040,770,1988,0,98052,47.6796,-122.114,1890,10336
8944460290,20141023T000000,398000.0,5,2.5,3004,5700,2.0,0,0,3,9,3004,0,2006,0,98030,47.3801,-122.185,2665,5700
293000068,20140613T000000,556000.0,3,1.75,1640,7437,1.0,0,0,3,7,1090,550,1948,0,98126,47.5324,-122.38,1640,7436
8075400570,20141030T000000,258000.0,5,2.0,2260,12500,1.0,0,0,4,8,1130,1130,1960,0,98032,47.3887,-122.286,1360,18000
7849202296,20150130T000000,339900.0,3,2.5,1470,4675,2.0,0,0,3,7,1470,0,1999,0,98065,47.5261,-121.827,1500,4385
1118001360,20150218T000000,1475000.0,3,2.75,3910,7080,1.0,0,0,5,9,1970,1940,1949,0,98112,47.6324,-122.289,3480,7370
3293700480,20141020T000000,414950.0,4,1.75,2200,8545,1.0,0,0,4,7,1100,1100,1918,1982,98133,47.7481,-122.353,1940,9315
8822901175,20141229T000000,345000.0,3,3.5,1320,1161,3.0,0,0,3,8,1320,0,2010,0,98125,47.7162,-122.294,1320,1161
8651441750,20140515T000000,174950.0,3,1.0,1060,5200,1.0,0,0,5,6,1060,0,1970,0,98042,47.3636,-122.093,1380,5200
293620180,20150331T000000,900000.0,4,2.5,3510,6745,2.0,0,0,3,10,3510,0,1998,0,98075,47.6016,-122.074,3320,8370
6151800606,20150225T000000,235000.0,3,1.75,1520,12246,1.0,0,0,4,6,1520,0,1971,0,98010,47.3434,-122.049,1460,12246
7212660540,20150115T000000,200000.0,4,2.5,1720,8638,2.0,0,0,3,8,1720,0,1994,0,98003,47.2704,-122.313,1870,7455
629810560,20141217T000000,820000.0,4,2.5,3720,8633,2.0,0,0,3,10,3720,0,1999,0,98074,47.6085,-122.013,3515,9660
7955040080,20141104T000000,665000.0,5,2.75,2330,8000,1.0,0,0,4,7,1550,780,1972,0,98052,47.6651,-122.144,1750,8419
1432900030,20141121T000000,225000.0,3,1.0,1410,7700,1.0,0,0,3,7,980,430,1962,0,98058,47.4577,-122.171,1510,7700
9541800065,20140609T000000,625000.0,3,1.75,2210,16200,1.0,0,0,3,8,1390,820,1958,0,98005,47.5924,-122.175,2050,16200
257000038,20141006T000000,293550.0,4,1.75,2120,9706,1.0,0,0,3,7,1370,750,1965,0,98168,47.4939,-122.297,1730,11337
1022059123,20141226T000000,250000.0,6,2.5,2590,10890,1.0,0,0,4,7,1340,1250,1970,0,98042,47.4126,-122.165,2474,10454
7116500925,20140520T000000,206000.0,4,2.0,1700,6025,1.0,0,0,3,6,1700,0,1978,0,98002,47.3029,-122.221,1320,5956
6303400150,20140929T000000,255000.0,3,1.0,1160,8636,1.0,0,0,3,6,1160,0,1923,0,98146,47.5097,-122.357,1300,8636
8857310010,20141219T000000,268500.0,2,1.5,1290,1749,1.0,0,0,3,8,660,630,1969,0,98008,47.6118,-122.116,1860,1749
4021700025,20140610T000000,569000.0,5,3.0,3670,10583,1.0,0,0,5,8,2060,1610,1952,0,98155,47.7589,-122.277,2720,13865
7237450130,20141020T000000,349990.0,4,2.5,2220,3561,2.0,0,0,3,8,2220,0,2014,0,98038,47.3561,-122.063,2530,4449
3876001330,20150424T000000,430000.0,4,1.5,1810,7200,1.0,0,0,3,7,1810,0,1966,0,98034,47.7207,-122.186,2060,7200
7905370390,20141009T000000,475000.0,5,2.5,2340,7200,1.0,0,0,3,7,1300,1040,1975,0,98034,47.7206,-122.211,1930,7221
3034200410,20150330T000000,430000.0,3,1.0,940,12521,1.5,0,0,4,7,940,0,1949,0,98133,47.7169,-122.331,1920,9046
7170200080,20140617T000000,435000.0,2,1.0,1230,3800,1.0,0,0,3,7,1230,0,1928,0,98115,47.6797,-122.292,1610,3800
9136101776,20140918T000000,709000.0,4,1.0,1680,4087,1.5,0,0,3,7,1680,0,1911,0,98103,47.6667,-122.337,1740,3745
1875500060,20140731T000000,395000.0,3,2.0,1890,14040,2.0,0,0,3,7,1890,0,1994,0,98019,47.7277,-121.962,1890,14018
8159620260,20140711T000000,303000.0,4,2.25,2560,8927,1.0,0,0,3,7,1790,770,1976,0,98001,47.34,-122.271,1920,9669
2493200370,20141112T000000,415000.0,2,1.75,1550,4257,1.0,0,3,3,7,830,720,1953,0,98136,47.5274,-122.384,1920,5100
4399200075,20140703T000000,250000.0,3,1.75,1770,8868,1.0,0,0,4,7,1770,0,1959,0,98002,47.3188,-122.212,1630,9706
3204850140,20141112T000000,362000.0,5,2.5,2880,8216,2.0,0,0,3,8,2880,0,2001,0,98030,47.3747,-122.185,1960,7200
9477201060,20150423T000000,380500.0,3,1.0,1410,7854,1.0,0,0,4,7,1410,0,1971,0,98034,47.7303,-122.192,1460,7500
250000090,20140714T000000,1750000.0,4,4.5,4650,7660,2.0,0,0,3,11,3640,1010,2008,0,98004,47.6349,-122.198,1710,8400
1695900060,20150511T000000,535000.0,4,1.0,1610,2982,1.5,0,0,4,7,1610,0,1925,0,98144,47.587,-122.294,1610,4040
5636010280,20140902T000000,269950.0,3,2.5,1480,9743,2.0,0,0,4,7,1480,0,1996,0,98010,47.3293,-122.001,1810,9601
7454000605,20140710T000000,279000.0,2,1.0,670,6300,1.0,0,0,5,6,670,0,1942,0,98126,47.5161,-122.374,760,6300
5249804655,20141017T000000,800000.0,4,2.25,2010,7200,1.0,0,1,4,8,1010,1000,1950,0,98118,47.5591,-122.267,2010,7200
148000375,20140619T000000,945000.0,2,2.5,2540,7089,2.0,0,0,3,9,2540,0,2004,0,98116,47.5747,-122.414,1330,7089
1828000050,20140514T000000,625000.0,4,2.75,1680,11180,1.0,0,0,4,7,1680,0,1966,0,98052,47.6557,-122.127,2400,9627
3226079059,20141019T000000,549950.0,3,1.75,2930,266587,2.0,0,0,3,8,2440,490,1995,0,98014,47.6991,-121.947,2700,438213
2621760290,20140827T000000,365000.0,4,2.5,2800,6820,2.0,0,0,4,7,2800,0,1997,0,98042,47.3695,-122.108,2060,6820
8146300025,20140813T000000,772000.0,4,2.5,2500,8680,1.0,0,0,4,7,1250,1250,1958,0,98004,47.6073,-122.192,2140,8680
7853230590,20141029T000000,435000.0,4,2.5,2190,6578,2.0,0,0,3,7,2190,0,2004,0,98065,47.5305,-121.847,2190,5416
2026049155,20150320T000000,372500.0,3,1.75,1680,8648,1.0,0,0,4,7,1680,0,1963,0,98133,47.7338,-122.332,1290,8147
9829201020,20141118T000000,1388000.0,3,1.25,2400,6653,3.0,0,2,3,11,2400,0,1992,0,98122,47.6019,-122.29,1910,6653
7199330010,20150417T000000,525000.0,3,1.75,1720,7200,1.0,0,0,3,7,1140,580,1977,0,98052,47.6977,-122.132,1700,8400
7230400400,20140926T000000,240000.0,3,2.0,1220,17652,1.0,0,0,4,7,1220,0,1980,0,98059,47.4712,-122.1,1990,17652
